datetime,EventName, EventType
2025-09-30 15:30:34.566,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.576,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.587,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.598,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.610,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.621,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.632,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.643,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.654,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.665,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.676,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.687,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.697,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.709,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.720,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.731,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.742,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.753,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.764,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.774,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.785,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.796,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.808,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.819,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.830,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.841,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.851,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.862,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.873,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.883,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.894,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.907,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.918,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.932,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.943,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.954,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.964,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.976,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.986,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:34.997,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.009,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.020,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.034,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.045,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.056,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.067,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.077,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.088,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.099,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.111,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.122,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.132,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.144,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.156,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.166,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.177,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.188,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.199,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.211,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.222,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.232,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.243,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.254,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.331,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.342,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.353,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.364,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.374,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.385,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.396,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.408,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.419,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.430,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.441,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.451,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.462,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.473,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.484,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.494,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.507,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.518,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.532,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.629,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.640,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.652,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.663,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.675,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.689,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.700,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.712,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.723,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.734,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.746,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.757,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.767,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.778,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.789,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.799,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.812,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.822,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.833,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.844,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.855,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.866,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.876,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.887,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.898,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.910,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.921,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.932,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.942,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.953,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.964,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.975,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.986,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:35.996,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.008,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.019,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.030,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.041,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.051,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.066,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.077,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.088,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.099,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.112,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.123,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.133,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.144,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.155,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.166,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.177,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.187,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.198,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.210,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.221,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.232,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.242,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.253,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.264,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.275,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.286,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.297,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.309,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.319,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.330,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.414,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.532,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.543,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.554,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.565,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.579,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.590,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.601,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.613,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.624,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.636,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.646,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.657,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.668,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.679,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.690,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.700,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.713,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.724,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.735,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.746,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.757,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.768,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.779,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.789,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.800,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.813,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.824,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.835,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.846,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.858,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.872,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.887,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.902,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.914,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.925,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.936,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.947,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.958,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.968,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.979,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:36.990,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.001,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.013,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.024,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.035,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.046,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.057,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.068,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.078,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.092,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.103,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.116,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.126,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.137,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.148,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.159,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.169,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.180,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.191,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.202,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.214,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.225,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.236,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.247,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.257,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.268,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.279,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.289,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.300,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.313,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.324,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.335,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.346,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.356,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.367,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.378,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.389,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.399,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.412,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.423,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.434,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.446,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.523,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.534,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.546,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.557,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.567,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.578,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.589,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.603,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.616,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.626,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.638,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.649,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.659,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.670,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.681,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.692,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.703,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.715,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.726,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.737,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.748,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.759,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.770,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.781,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.791,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.802,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.814,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.894,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.904,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.917,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.932,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.943,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.957,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.969,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.980,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:37.991,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.002,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.014,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.024,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.035,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.046,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.057,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.068,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.079,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.090,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.101,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.113,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.124,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.134,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.146,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.156,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.167,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.178,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.188,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.199,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.212,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.226,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.237,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.248,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.259,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.269,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.280,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.291,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.302,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.314,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.329,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.339,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.350,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.361,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.373,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.383,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.394,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.407,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.417,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.428,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.439,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.450,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.460,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.471,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.483,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.494,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.505,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.517,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.532,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.613,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.628,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.639,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
2025-09-30 15:30:38.650,"DI_Clamps"".DI.ClampRear.AtTower                  """,O
